form	lemma	POS	morph
མདོ་		
བྱིན་	བྱིན་	VERB
ར་	ལ་	PART
བསམ་པ་	བསམ་པ་	VERB
ཆོས་ཉིད་	ཆོས་ཉིད་	NOUN
རྣམ་དག་	རྣམ་དག་	ADJ
གི་	གི་	PART
ཏིང་ངེ་འཛིན་	ཏིང་ངེ་འཛིན་	NOUN
དུ་	ལ་	PART
གྱུར་	གྱུར་	VERB
།		PUNCT
ན་	ལ་	PART
མཿ་		NON_WORD
སརྦ་	སརྦ་	NO_POS
ཏ་	ཏ་	OTHER
ཐཱ་		NON_WORD
ག་	ག་	PRON
ཏ་	ཏ་	OTHER
བྷྱོ་		NON_WORD
༴		PUNCT
འཇིག་རྟེན་	འཇིག་རྟེན་	NOUN
དང་	དང་	NO_POS
འཇིག་རྟེན་	འཇིག་རྟེན་	NOUN
ལ་	ལ་	ADP
ས་	གིས་	PART
འདས་པ་	འདས་པ་	VERB
འི་	གི་	PART
ལོངས་སྤྱོད་	ལོངས་སྤྱོད་	NOUN
མི་ཟད་པ་	མི་ཟད་པ་	NO_POS
འབྱུང་བ་	འབྱུང་བ་	VERB
ནམ་མཁ་	ནམ་མཁའ་	NOUN
འི་	གི་	PART
མཛོད་	མཛོད་	NOUN
དུ་	ལ་	PART
གྱུར་	གྱུར་	VERB
༔		PUNCT
ཨོཾ་	ཨོཾ་	X
བཛྲ་	བཛྲ་	NO_POS
ཨ་	ཨ་	X
མྲྀ་		NON_WORD
ཏ་	ཏ་	OTHER
༴		PUNCT
ནམ་མཁ་	ནམ་མཁའ་	NOUN
འི་	གི་	PART
མཛོད་	མཛོད་	NOUN
དེ་ལས་	དེ་ལས་	NO_POS
སོ་སོ་	སོ་སོ་	PRON
འི་	གི་	PART
ཐུགས་བཞེད་	ཐུགས་བཞེད་	OTHER
ཇི་ལྟ་བ་	ཇི་ལྟ་བ་	ADJ
མོད་	མོད་	VERB
ལ་	ལ་	PART
དབང་པོ་	དབང་པོ་	NOUN
ལྔ་	ལྔ་	NUM
འི་	གི་	PART
བདུད་རྩི་	བདུད་རྩི་	NOUN
འི་	གི་	PART
དུག་	དུག་	NOUN
ལྔ་	ལྔ་	NUM
འི་	གི་	PART
གསོས་	གསོས་	VERB
སུ་	ལ་	PART
ཅི་ཡང་	ཅི་ཡང་	OTHER
འབྱུང་བ་	འབྱུང་བ་	VERB
ར་	ལ་	PART
གྱུར་	གྱུར་	VERB
།		PUNCT
ན་མ་	ན་མ་	PROPN
༔		PUNCT
སརྦ་	སརྦ་	NO_POS
ཏ་	ཏ་	OTHER
ཐཱ་		NON_WORD
ག་	ག་	PRON
ཏ་	ཏ་	OTHER
ཨ་བ་	ཨ་བ་	NO_POS
ལོ་	གོ་	PART
ཀི་	ཀི་	ADP
༴		PUNCT
མགྲོན་	མགྲོན་	NOUN
རྣམས་	རྣམས་	DET
རང་རང་	རང་རང་	NO_POS
མདུན་	མདུན་	NOUN
དུ་	ལ་	PART
མཆོད་རྫས་	མཆོད་རྫས་	NOUN
ཅི་	ཅི་	NO_POS
འདོད་པ་	འདོད་པ་	VERB
ཐམས་ཅད་	ཐམས་ཅད་	DET
འབྱུང་བ་	འབྱུང་བ་	VERB
ར་	ལ་	PART
གྱུར་	གྱུར་	VERB
༔		PUNCT
ཨོཾ་	ཨོཾ་	X
ཛྙཱ་ན་	ཛྙཱ་ན་	PROPN
ཨ་བ་	ཨ་བ་	NO_POS
ལོ་	གོ་	PART
ཀི་	ཀི་	ADP
ཏེ་	སྟེ་	PART
ན་	ལ་	PART
མཿ་		NON_WORD
ས་	ས་	ADP
མནྟ་		NON_WORD
སྥ་		NON_WORD
ར་	ར་	ADP
ཎ་		NON_WORD
རསྨི་		NON_WORD
སཾ་		NON_WORD
བྷ་	བྷ་	NO_POS
བ་མ་	བ་མ་	NO_POS
ཧཱ་		NON_WORD
མ་ཎི་	མ་ཎི་	OTHER
དུ་	ལ་	PART
རུ་	ལ་	PART
དུ་	ལ་	PART
རུ་	ལ་	PART
ཧྲི་		NON_WORD
ད་	ད་	ADV
ཡ་	ཡ་	NOUN
ཛྭ་		NON_WORD
ལ་	ལ་	PART
ནི་	ནི་	NO_POS
ཧཱུཾ་		NON_WORD
ཕཊ་		NON_WORD
༔		PUNCT
བདག་	བདག་	PRON
གི་	གི་	PART
ལུས་	ལུས་	NOUN
ཞིང་	ཅིང་	PART
རྡུལ་	རྡུལ་	NOUN
ཀྱི་	གི་	PART
གྲངས་	གྲངས་	NOUN
སུ་	ལ་	PART
སོང་བ་	སོང་བ་	VERB
ས་	གིས་	PART
ཡ་	ཡ་	OTHER
མཆོད་	མཆོད་	VERB
མ་	མ་	NOUN
སྙིང་རྗེ་	སྙིང་རྗེ་	NOUN
འི་	གི་	PART
མགྲོན་	མགྲོན་	NOUN
ཐམས་ཅད་	ཐམས་ཅད་	DET
ལ་	ལ་	PART
ཕམ་རྒྱལ་	ཕམ་རྒྱལ་	NO_POS
མེད་པ་	མེད་པ་	VERB
བློ་ཁ་	བློ་ཁ་	NOUN
རྫོགས་པ་	རྫོགས་པ་	VERB
ར་	ལ་	PART
ཕུལ་བ་	ཕུལ་བ་	VERB
ར་	ལ་	PART
འགྱུར་	འགྱུར་	VERB
༔		PUNCT
ན་མ་	ན་མ་	PROPN
༔		PUNCT
ས་	ས་	ADP
མནྟ་		NON_WORD
བུདྡྷ་		NON_WORD
ནཾཿ་		NON_WORD
གྲ་	གྲ་	NOUN
ཧེ་	ཧེ་	INTJ
ཤྭ་	ཤྭ་	NO_POS
རི་	རི་	NOUN
པྲ་	པྲ་	NOUN
བཉྫ་		NON_WORD
ཏི་	ཏི་	NO_POS
མ་	མ་	PART
ཧཱ་		NON_WORD
ས་	ས་	ADP
མ་	མ་	PART
ཡེ་	ཡེ་	ADV
སྭཱ་		NON_WORD
ཧཱ་		NON_WORD
༔		PUNCT
མགྲོན་	མགྲོན་	NOUN
ཐམས་ཅད་	ཐམས་ཅད་	DET
ལ་	ལ་	PART
བདག་	བདག་	PRON
གིས་	གིས་	PART
གཏོང་	གཏོང་	VERB
གྲོག་	གྲོག་	NOUN
ཅི་	ཅི་	NO_POS
དགོས་པ་	དགོས་པ་	VERB
བྱེད་པ་	བྱེད་པ་	VERB
ར་	ལ་	PART
གྱུར་	གྱུར་	VERB
༔		PUNCT
ནང་ལྟར་	ནང་ལྟར་	NO_POS
འབྲུ་	འབྲུ་	NOUN
ལྔ་	ལྔ་	NUM
ས་	གིས་	PART
སྤེལ་བ་	སྤེལ་བ་	VERB
ནི་	ནི་	NO_POS
།		PUNCT
ཨོཾ་	ཨོཾ་	X
ཧཱུཾ་		NON_WORD
ཏྲཾ་		NON_WORD
ཧྲཱིཿ་		NON_WORD
ཨཱཿ་		NON_WORD
ལན་	ལན་	NOUN
གསུམ་	གསུམ་	NUM
བརྗོད་	བརྗོད་	VERB
།		PUNCT
ཨོཾ་	ཨོཾ་	X
ལ་	ལ་	ADP
ས་	གིས་	PART
ཡེ་ཤེས་	ཡེ་ཤེས་	NOUN
ལྔ་	ལྔ་	NUM
དང་	དང་	NO_POS
ལྡན་པ་	ལྡན་པ་	VERB
ར་	ལ་	PART
གྱུར་	གྱུར་	VERB
༔		PUNCT
བྷྲུཾ་		NON_WORD
ལ་	ལ་	ADP
ས་	གིས་	PART
རིན་པོ་ཆེ་	རིན་པོ་ཆེ་	ADJ
འི་	གི་	PART
གཞལ་ཡས་	གཞལ་ཡས་	ADJ
ཁང་	ཁང་	NOUN
དང་	དང་	NO_POS
ལྡན་པ་	ལྡན་པ་	VERB
ར་	ལ་	PART
གྱུར་	གྱུར་	VERB
༔		PUNCT
ཏྲཾ་		NON_WORD
ལ་	ལ་	ADP
ས་	གིས་	PART
འདོད་པ་	འདོད་པ་	VERB
འི་	གི་	PART
ཡོན་ཏན་	ཡོན་ཏན་	NOUN
ལྔ་	ལྔ་	NUM
དང་	དང་	NO_POS
ལྡན་པ་	ལྡན་པ་	VERB
ར་	ལ་	PART
འགྱུར་	འགྱུར་	VERB
༔		PUNCT
ཧྲཱིཿ་		NON_WORD
ལ་	ལ་	ADP
ས་	གིས་	PART
གསུང་	གསུང་	VERB
དབྱངས་	དབྱངས་	NOUN
ཡན་ལག་	ཡན་ལག་	NOUN
དྲུག་ཅུ་	དྲུག་ཅུ་	NUM
དང་	དང་	NO_POS
ལྡན་པ་	ལྡན་པ་	VERB
ར་	ལ་	PART
གྱུར་	གྱུར་	VERB
༔		PUNCT
ཨཱཿ་		NON_WORD
ལ་	ལ་	ADP
ས་	གིས་	PART
བཟའ་བཏུང་	བཟའ་བཏུང་	NOUN
བདུད་རྩི་	བདུད་རྩི་	NOUN
འི་	གི་	PART
རྒྱ་མཚོ་	རྒྱ་མཚོ་	NOUN
དང་	དང་	NO_POS
ལྡན་པ་	ལྡན་པ་	VERB
ར་	ལ་	PART
གྱུར་	གྱུར་	VERB
༔		PUNCT
གཟུགས་བརྙན་	གཟུགས་བརྙན་	NOUN
རྣམས་	རྣམས་	DET
སྲོག་ཆགས་	སྲོག་ཆགས་	NOUN
དངོ་	དངོ་	NOUN
སུ་	ལ་	PART
བསྒྱུར་	བསྒྱུར་	VERB
ཏེ་	སྟེ་	PART
ལུས་	ལུས་	NOUN
མཛེ་	མཛེ་	VERB
ཤིང་	ཅིང་	PART
ལྟ་	ལྟ་	NOUN
ན་	ལ་	PART
སྡུག་པ་	སྡུག་པ་	VERB
༔		PUNCT
ངག་སྙན་པ་	ངག་སྙན་པ་	NO_POS
༔		PUNCT
ཡིད་	ཡིད་	NOUN
དྭངས་པ་	དྭངས་པ་	VERB
༔		PUNCT
ལག་	ལག་	NOUN
ན་	ལ་	PART
འདོད་ཡོན་	འདོད་ཡོན་	NOUN
ལྔ་	ལྔ་	NUM
འི་	གི་	PART
རྫ་	རྫ་	NOUN
ཐོགས་པ་	ཐོགས་པ་	VERB
༔		PUNCT
རེ་རེ་	རེ་རེ་	DET
ལ་	ལ་	PART
ཡང་	ཀྱང་	PART
མང་པོ་	མང་པོ་	ADJ
བསམ་	བསམ་	NOUN
གྱིས་	གིས་	PART
མི་	མི་	PART
ཁྱབ་པ་	ཁྱབ་པ་	VERB
འཕྲོ་	འཕྲོ་	NOUN
ས་	གིས་	PART
ན་	ནས་	PART
༔		PUNCT
རྒྱལ་བ་	རྒྱལ་བ་	NOUN
རྒྱ་མཚོ་	རྒྱ་མཚོ་	NOUN
༔		PUNCT
སྣང་སྲིད་	སྣང་སྲིད་	NOUN
མ་མོ་	མ་མོ་	NOUN
༔		PUNCT
རིགས་	རིགས་	NOUN
དྲུག་	དྲུག་	NUM
སེམས་ཅན་	སེམས་ཅན་	NOUN
༔		PUNCT
བུ་ལོན་	བུ་ལོན་	NOUN
ལན་ཆགས་	ལན་ཆགས་	NO_POS
ཀྱི་	གི་	PART
བདག་པོ་	བདག་པོ་	NOUN
༔		PUNCT
སྣང་སྲིད་	སྣང་སྲིད་	NOUN
ལྷ་འདྲེ་	ལྷ་འདྲེ་	NOUN
ཐམས་ཅད་	ཐམས་ཅད་	DET
རེ་རེ་	རེ་རེ་	DET
ལ་	ལ་	PART
ཡང་	ཀྱང་	PART
འདོད་ཡོན་	འདོད་ཡོན་	NOUN
གླིང་བཞི་	གླིང་བཞི་	NO_POS
རི་རབ་	རི་རབ་	PROPN
སྐྱེ་འགྲོ་	སྐྱེ་འགྲོ་	NOUN
སེམས་ཅན་	སེམས་ཅན་	NOUN
འདོད་ཡོན་	འདོད་ཡོན་	NOUN
གྱི་	གི་	PART
བྱེ་བྲག་	བྱེ་བྲག་	NOUN
བསམ་	བསམ་	NOUN
གྱིས་	གིས་	PART
མི་	མི་	PART
ཁྱབ་པ་	ཁྱབ་པ་	VERB
རེ་རེ་	རེ་རེ་	DET
ལ་	ལ་	PART
ཡང་	ཀྱང་	PART
སོ་སོ་	སོ་སོ་	PRON
འི་	གི་	PART
སྤྱོད་ཡུལ་	སྤྱོད་ཡུལ་	NOUN
དང་	དང་	NO_POS
མཐུན་པ་	མཐུན་པ་	VERB
ར་	ལ་	PART
གྱུར་	གྱུར་	VERB
༔		PUNCT
ན་མོ་	ན་མོ་	X
བདག་	བདག་	PRON
གི་	གི་	PART
བསམ་པ་	བསམ་པ་	VERB
འི་	གི་	PART
སྟོབས་	སྟོབས་	NOUN
དག་	དག་	DET
བརྗོད་	བརྗོད་	VERB
ན་	ནས་	PART
གསེར་སྐྱེམས་	གསེར་སྐྱེམས་	OTHER
ནི་	ནི་	NO_POS
༔		PUNCT
ཀྱཻ་		NON_WORD
༑		PUNCT
གསན་	གསན་	NO_POS
ཅིག་	ཅིག་	PART
དགོངས་	དགོངས་	VERB
ཤིག་	ཅིག་	PART
སྲིད་པ་	སྲིད་པ་	VERB
འི་	གི་	PART
ལྷ་	ལྷ་	NOUN
དང་	དང་	NO_POS
འདྲེ་	འདྲེ་	NOUN
༔		PUNCT
འདི་	འདི་	DET
རིང་	རིང་	NOUN
བདག་	བདག་	PRON
གིས་	གིས་	PART
བདུད་རྩི་	བདུད་རྩི་	NOUN
ས་	གིས་	PART
སྐྱེམས་	སྐྱེམས་	NO_POS
མཆོད་	མཆོད་	VERB
དོ་	གོ་	PART
༔		PUNCT
སྐྱབས་	སྐྱབས་	NOUN
མཆོག་	མཆོག་	ADJ
བླ་མ་	བླ་མ་	NOUN
རྣམས་	རྣམས་	DET
ནི་	ནི་	NO_POS
མགྲོན་	མགྲོན་	NOUN
དུ་	ལ་	PART
གཉེར་	གཉེར་	VERB
༔		PUNCT
རྒྱལ་བ་	རྒྱལ་བ་	NOUN
དགོངས་པ་	དགོངས་པ་	VERB
བརྒྱུད་པ་	བརྒྱུད་པ་	VERB
མན་ཆད་	མན་ཆད་	ADV
ན་	ནས་	PART
༔		PUNCT
གང་ཟག་	གང་ཟག་	NOUN
སྙན་	སྙན་	NOUN
ཁུང་	ཁུང་	NOUN
བརྒྱུད་པ་	བརྒྱུད་པ་	VERB
ཡན་ཆད་	ཡན་ཆད་	ADV
ཀྱིས་	གིས་	PART
༔		PUNCT
རྩ་	རྩ་	NUM
བརྒྱུད་	བརྒྱུད་	NO_POS
བླ་མ་	བླ་མ་	NOUN
འི་	གི་	PART
རིགས་	རིགས་	NOUN
སུ་	ལ་	PART
རྟོགས་པ་	རྟོགས་པ་	VERB
ལ་	ལ་	PART
༔		PUNCT
གསེར་སྐྱེམས་	གསེར་སྐྱེམས་	OTHER
འབུལ་	འབུལ་	NO_POS
ལོ་	གོ་	PART
མགོན་	མགོན་	NOUN
དང་	དང་	NO_POS
སྐྱབས་	སྐྱབས་	NOUN
མཛོད་	མཛོད་	NOUN
ཅིག་	ཅིག་	PART
༔		PUNCT
ཀྱཻ་		NON_WORD
༑		PUNCT
ཡི་དམ་	ཡི་དམ་	NOUN
ལྷ་ཚོགས་	ལྷ་ཚོགས་	NOUN
ཐམས་ཅད་	ཐམས་ཅད་	DET
མགྲོན་	མགྲོན་	NOUN
དུ་	ལ་	PART
གཉེར་	གཉེར་	VERB
༔		PUNCT
ཞི་བ་	ཞི་བ་	VERB
རྡོ་		
དབྱིངས་	དབྱིངས་	NOUN
ལྷ་ཚོགས་	ལྷ་ཚོགས་	NOUN
མན་ཆད་	མན་ཆད་	ADV
ན་	ནས་	PART
༔		PUNCT
ཁྲག་འཐུང་	ཁྲག་འཐུང་	PROPN
ཁྲོ་བོ་	ཁྲོ་བོ་	NOUN
ཡབ་ཡུམ་	ཡབ་ཡུམ་	NOUN
ཡན་ཆད་	ཡན་ཆད་	ADV
དུ་	ལ་	PART
༔		PUNCT
ཡི་དམ་	ཡི་དམ་	NOUN
ལྷ་ཚོགས་	ལྷ་ཚོགས་	NOUN
མ་	མ་	PART
ལུས་	ལུས་	NOUN
ཐམས་ཅད་	ཐམས་ཅད་	DET
ལ་	ལ་	PART
༔		PUNCT
གསེར་སྐྱེམས་	གསེར་སྐྱེམས་	OTHER
འབུལ་	འབུལ་	NO_POS
ལོ་	གོ་	PART
དངོས་གྲུབ་	དངོས་གྲུབ་	NOUN
རྣམས་	རྣམས་	DET
གཉིས་	གཉིས་	NUM
སྩོལ་	སྩོལ་	VERB
༔		PUNCT
ཀྱཻ་		NON_WORD
༑		PUNCT
དཔའ་བོ་	དཔའ་བོ་	NOUN
མཁའ་འགྲོ་	མཁའ་འགྲོ་	NOUN
ཐམས་ཅད་	ཐམས་ཅད་	DET
མགྲོན་	མགྲོན་	NOUN
དུ་	ལ་	PART
གཉེར་	གཉེར་	VERB
༔		PUNCT
མཁའ་འགྲོ་	མཁའ་འགྲོ་	NOUN
རྡོ་རྗེ་	རྡོ་རྗེ་	NOUN
ཕག་མོ་	ཕག་མོ་	PROPN
མན་ཆད་	མན་ཆད་	ADV
ན་	ནས་	PART
༔		PUNCT
གནས་	གནས་	NOUN
དང་	དང་	NO_POS
ཡུལ་	ཡུལ་	NOUN
གྱི་	གི་	PART
ཌཀྐི་		NON_WORD
ཡན་ཆད་	ཡན་ཆད་	ADV
དུ་	ལ་	PART
༔		PUNCT
མཁའ་འགྲོ་	མཁའ་འགྲོ་	NOUN
འི་	གི་	PART
རིགས་	རིགས་	NOUN
སུ་	ལ་	PART
རྟོགས་པ་	རྟོགས་པ་	VERB
ཐམས་ཅད་	ཐམས་ཅད་	DET
ལ་	ལ་	PART
༔		PUNCT
གསེར་སྐྱེམས་	གསེར་སྐྱེམས་	OTHER
འབུལ་	འབུལ་	NO_POS
ལོ་	གོ་	PART
འཕྲིན་ལས་	འཕྲིན་ལས་	NOUN
རྒྱས་པ་	རྒྱས་པ་	VERB
ར་	ལ་	PART
མཛོད་	མཛོད་	NOUN
༔		PUNCT
ཀྱཻ་		NON_WORD
༑		PUNCT
ཆོས་སྐྱོང་	ཆོས་སྐྱོང་	NOUN
བཀའ་	བཀའ་	NOUN
བསྲུང་	བསྲུང་	NO_POS
ཐམས་ཅད་	ཐམས་ཅད་	DET
མགྲོན་	མགྲོན་	NOUN
དུ་	ལ་	PART
གཉེར་	གཉེར་	VERB
༔		PUNCT
དཔལ་འབར་	དཔལ་འབར་	PROPN
མ་	མ་	PART
ཧཱ་		NON_WORD
ཀཱ་	ཀཱ་	NO_POS
ལ་	ལ་	PART
མན་ཆད་	མན་ཆད་	ADV
ན་	ནས་	PART
༔		PUNCT
བཀའ་	བཀའ་	NOUN
བསྲུང་	བསྲུང་	NO_POS
གཏེར་བདག་	གཏེར་བདག་	NO_POS
ཐམས་ཅད་	ཐམས་ཅད་	DET
ཡན་ཆད་	ཡན་ཆད་	ADV
དུ་	ལ་	PART
༔		PUNCT
བཀའ་	བཀའ་	NOUN
བསྲུང་	བསྲུང་	NO_POS
དམ་ཅན་	དམ་ཅན་	NOUN
རིགས་	རིགས་	NOUN
སུ་	ལ་	PART
རྟོགས་པ་	རྟོགས་པ་	VERB
ལ་	ལ་	PART
༔		PUNCT
གསེར་སྐྱེམས་	གསེར་སྐྱེམས་	OTHER
འབུལ་	འབུལ་	NO_POS
ལོ་	གོ་	PART
འགལ་རྐྱེན་	འགལ་རྐྱེན་	NOUN
བར་ཆད་	བར་ཆད་	NOUN
བསྲུང་	བསྲུང་	NO_POS
༔		PUNCT
ཀྱཻ་		NON_WORD
༑		PUNCT
སྟེང་ཕྱོགས་	སྟེང་ཕྱོགས་	OTHER
ལྷ་	ལྷ་	NOUN
ཡི་	གི་	PART
རིགས་	རིགས་	NOUN
རྣམས་	རྣམས་	DET
མགྲོན་	མགྲོན་	NOUN
དུ་	ལ་	PART
གཉེར་	གཉེར་	VERB
༔		PUNCT
ལྷ་ཆེན་	ལྷ་ཆེན་	NOUN
ཚངས་པ་	ཚངས་པ་	PROPN
བརྒྱ་བྱིན་	བརྒྱ་བྱིན་	PROPN
མན་ཆད་	མན་ཆད་	ADV
ན་	ནས་	PART
༔		PUNCT
ལྷ་	ལྷ་	NOUN
ཕྲན་	ཕྲན་	OTHER
སིལ་མ་	སིལ་མ་	NOUN
ཕོ་མོ་	ཕོ་མོ་	NOUN
ཡན་ཆད་	ཡན་ཆད་	ADV
དུ་	ལ་	PART
༔		PUNCT
ལྷ་	ལྷ་	NOUN
ཡི་	གི་	PART
རིགས་	རིགས་	NOUN
སུ་	ལ་	PART
རྟོགས་པ་	རྟོགས་པ་	VERB
ཐམས་ཅད་	ཐམས་ཅད་	DET
ལ་	ལ་	PART
༔		PUNCT
གསེར་སྐྱེམས་	གསེར་སྐྱེམས་	OTHER
འབུལ་	འབུལ་	NO_POS
ལོ་	གོ་	PART
བཅོལ་བ་	བཅོལ་བ་	VERB
འི་	གི་	PART
འཕྲིན་ལས་	འཕྲིན་ལས་	NOUN
མཛོད་	མཛོད་	NOUN
༔		PUNCT
ཀྱཻ་		NON_WORD
༑		PUNCT
ནག་པོ་	ནག་པོ་	ADJ
བདུད་	བདུད་	NOUN
ཀྱི་	གི་	PART
ཚོགས་	ཚོགས་	NOUN
རྣམས་	རྣམས་	DET
མགྲོན་	མགྲོན་	NOUN
དུ་	ལ་	PART
གཉེར་	གཉེར་	VERB
༔		PUNCT
བདུད་	བདུད་	NOUN
མགོན་	མགོན་	NOUN
སེང་གེ་	སེང་གེ་	NOUN
འི་	གི་	PART
གདོང་	གདོང་	NOUN
ཅན་	ཅན་	PART
མན་ཆད་	མན་ཆད་	ADV
ན་	ནས་	PART
༔		PUNCT
བདུད་པོ་	བདུད་པོ་	NOUN
ནག་པོ་	ནག་པོ་	ADJ
ཀྲག་		NON_WORD
མེད་	མེད་	VERB
ཡན་ཆད་	ཡན་ཆད་	ADV
ཀྱི་	གི་	PART
༔		PUNCT
བདུད་	བདུད་	NOUN
ཀྱི་	གི་	PART
རིགས་	རིགས་	NOUN
སུ་	ལ་	PART
རྟོགས་པ་	རྟོགས་པ་	VERB
ཐམས་ཅད་	ཐམས་ཅད་	DET
ལ་	ལ་	PART
༔		PUNCT
གསེར་སྐྱེམས་	གསེར་སྐྱེམས་	OTHER
འབུལ་	འབུལ་	NO_POS
ལོ་བ་	ལོ་བ་	NO_POS
ར་	ལ་	PART
ཆད་	ཆད་	VERB
བསྲུངས་པ་	བསྲུངས་པ་	VERB
ར་	ལ་	PART
མཛོད་	མཛོད་	NOUN
༔		PUNCT
ཀྱཻ་		NON_WORD
༑		PUNCT
གཤིན་རྗེ་	གཤིན་རྗེ་	OTHER
འི་	གི་	PART
དམ་ཅན་	དམ་ཅན་	NOUN
ཚོགས་	ཚོགས་	NOUN
རྣམས་	རྣམས་	DET
མགྲོན་	མགྲོན་	NOUN
དུ་	ལ་	PART
གཉེར་	གཉེར་	VERB
༔		PUNCT
ཐུབ་པ་	ཐུབ་པ་	VERB
ཆོ་	ཆོ་	NOUN
ཀྱི་	གི་	PART
རྒྱལ་པོ་	རྒྱལ་པོ་	NOUN
མན་ཆད་	མན་ཆད་	ADV
ན་	ནས་	PART
༔		PUNCT
ལ་	ལ་	ADP
ས་	གིས་	PART
བྱེད་	བྱེད་	VERB
ཤན་པ་	ཤན་པ་	NOUN
དམར་ནག་	དམར་ནག་	NO_POS
ཡན་ཆད་	ཡན་ཆད་	ADV
དུ་	ལ་	PART
༔		PUNCT
གཤིན་རྗེ་	གཤིན་རྗེ་	OTHER
འི་	གི་	PART
རིགས་	རིགས་	NOUN
སུ་	ལ་	PART
རྟོགས་པ་	རྟོགས་པ་	VERB
ཐམས་ཅད་	ཐམས་ཅད་	DET
ལ་	ལ་	PART
༔		PUNCT
གསེར་སྐྱེམས་	གསེར་སྐྱེམས་	OTHER
འབུལ་	འབུལ་	NO_POS
ལོ་	གོ་	PART
སྐྱབས་	སྐྱབས་	NOUN
དང་	དང་	NO_POS
མགོན་	མགོན་	NOUN
མཛོད་	མཛོད་	NOUN
ཅིག་	ཅིག་	PART
།		PUNCT
ཀྱཻ་		NON_WORD
༑		PUNCT
དྲང་སྲོང་	དྲང་སྲོང་	NOUN
གཟ་	གཟའ་	NOUN
འི་	གི་	PART
རིགས་	རིགས་	NOUN
རྣམས་	རྣམས་	DET
མགྲོན་	མགྲོན་	NOUN
དུ་	ལ་	PART
གཉེར་	གཉེར་	VERB
